revisionDate,cancelDate,commitDate,dateArchived,createDate,revisionId,policyId,policyStatus,writtenPremium,revisionState,effectiveDate
3/28/18 0:00,,4/5/18 0:00,5/31/18 18:11,4/5/18 16:43,a48f33d8-02d8-40c6-9d8a-371190471040,d87c0938-516b-4b04-b332-d2aa742d7cac,Active,20941.17,archived,2018-03-08
3/21/18 0:00,,3/22/18 0:00,,3/22/18 12:31,a5f43dbe-fb91-4dc7-bf09-4e0db91029d1,def9f0af-7020-43df-9a4f-51d0a4c41f59,Active,3280.0,committed,2018-03-21
6/1/18 0:00,,5/23/18 0:00,,5/17/18 19:10,aa7f3aa7-79f4-4cbd-958b-f77c86831416,d4302cd2-86f4-4422-bff6-8f9c170bc925,Active,9398.0,committed,2018-06-01
3/8/18 0:00,,3/23/18 0:00,5/31/18 18:11,3/23/18 21:28,ae3c3b12-d382-47d7-8455-5b1a06a90ecc,d87c0938-516b-4b04-b332-d2aa742d7cac,Active,18719.0,archived,2018-03-08
3/8/18 0:00,3/8/18 0:00,5/31/18 0:00,,5/31/18 23:11,b1cab5aa-3837-4557-a590-6afa24228028,d87c0938-516b-4b04-b332-d2aa742d7cac,Canceled,0.0,committed,2018-03-08
4/2/18 0:00,,6/18/18 0:00,,6/18/18 19:42,b3743376-3f13-4f8d-9904-a1997f91574b,a6f2c2b7-c3e2-4082-9009-286022413dd5,Active,42121.0,committed,2018-03-28
3/8/18 0:00,,3/8/18 0:00,3/22/18 11:58,3/7/18 15:18,bb94c615-be42-496d-b7ad-9fac6d6104be,d87c0938-516b-4b04-b332-d2aa742d7cac,Active,19037.0,archived,2018-03-08
5/9/18 0:00,,5/8/18 0:00,5/9/18 12:40,5/7/18 18:43,c064f60d-bcb6-4f2b-b69c-78b735027089,0208d8a5-20af-45a1-8a2b-5aac5e456c54,Active,18310.0,archived,2018-05-09
3/11/18 0:00,,3/13/18 0:00,,3/10/18 20:20,cf20beba-ef53-4247-94ec-9da3427198f8,c2fe86f7-b972-46c7-986d-7338547aecd3,Active,2780.0,committed,2018-03-11
5/1/18 0:00,,5/2/18 0:00,,5/2/18 14:23,cf24015a-e251-4802-a02d-53a20a8f8d3c,def9f0af-7020-43df-9a4f-51d0a4c41f59,Active,7500.87,committed,2018-03-21
2/28/18 0:00,,2/27/18 0:00,,1/17/18 16:28,d2f40cad-701b-429c-ba23-08023adcdcd0,7326a9f7-4eed-402b-b2ec-d355c1103312,Active,56690.0,committed,2018-02-28
3/28/18 0:00,,3/29/18 0:00,6/18/18 14:42,3/29/18 15:48,dacd309b-8714-4a3b-82de-78bb5cddf808,a6f2c2b7-c3e2-4082-9009-286022413dd5,Active,42121.0,archived,2018-03-28
6/25/18 0:00,,6/26/18 0:00,,6/20/18 18:55,dec79488-861d-4ddb-b2d4-8dd39d5890a8,f55bfeb3-9dcf-4a33-88fc-883c330eeb3f,Active,19225.0,committed,2018-06-25
3/9/18 0:00,,5/3/18 0:00,,5/3/18 15:41,e75f7534-350a-4cd0-ac66-a1dcc397da2f,8a219f1b-3145-41b5-8900-e4e6c5ec45a3,Active,5488.0,committed,2018-03-09
5/10/18 0:00,,5/10/18 0:00,5/31/18 18:11,5/10/18 13:54,e9428592-c7e6-4da1-aaea-df17302cdda9,d87c0938-516b-4b04-b332-d2aa742d7cac,Active,21435.13,archived,2018-03-08
5/29/18 0:00,,5/30/18 0:00,,5/9/18 13:52,eea0972e-9015-4f3d-ad35-a0583bf552f8,8691a4fe-cebb-4767-b14f-29e75b95fd24,Active,1713.0,committed,2018-05-29
6/8/18 0:00,,5/10/18 0:00,5/22/18 10:14,3/21/18 20:29,fd745ccd-e73e-42f6-8d70-fcb2fdd05acf,d2537769-48f2-445f-8d1a-b4467d2dbb75,Active,11827.0,archived,2018-06-08
1/19/18 0:00,,1/19/18 0:00,5/10/18 8:20,1/19/18 20:02,fdc15674-8f0e-4508-8c19-33fa1c902f34,acfbc7d9-10a9-416c-b64e-1317a953a6ad,Active,648.0,archived,2018-01-19
